,Id,Player,G,A,PTS,Season,Team_against,Team_for
11,251696,77 Tomáš Vambera (U),0,0,0,2018/2019,FBC Mobydick Praha,Lhokamo Panthers Praha F
0,255299,5 Pavel Zíka (O),0,0,0,2019/2020,FBC Mobydick Praha,SK Black Dragons
1,255299,6 Michal Laštovka (O),0,0,0,2019/2020,FBC Mobydick Praha,SK Black Dragons
2,255299,7 Lukáš Spálenka (U),0,0,0,2019/2020,FBC Mobydick Praha,SK Black Dragons
3,255299,9 Jan Škeřík (U),0,0,0,2019/2020,FBC Mobydick Praha,SK Black Dragons
4,255299,10 Martin Laštovka (U),0,0,0,2019/2020,FBC Mobydick Praha,SK Black Dragons
5,255299,13 Jiří Novosad (O),0,0,0,2019/2020,FBC Mobydick Praha,SK Black Dragons
6,255299,17 Ondřej Psota (O),0,0,0,2019/2020,FBC Mobydick Praha,SK Black Dragons
7,255299,21 Tomáš Zimmer (U),0,0,0,2019/2020,FBC Mobydick Praha,SK Black Dragons
8,255299,25 Tomáš Chaloupek (O),0,0,0,2019/2020,FBC Mobydick Praha,SK Black Dragons
9,255299,28 Jakub Dobiáš (U),0,0,0,2019/2020,FBC Mobydick Praha,SK Black Dragons
10,255299,84 Daniel Kubát (U),0,0,0,2019/2020,FBC Mobydick Praha,SK Black Dragons
0,255295,15 David Schneider (U),2,0,2,2019/2020,FBC Mobydick Praha,AIK Steel Kladno B
