,Id,Player,G,A,PTS,Season,Team_against,Team_for
5,151930,43 Jakub Vrzák (U),0,1,1,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
6,151930,48 Ondřej Kadaník (U),0,0,0,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
7,151930,64 Tomáš Bárta (U),1,0,1,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
8,151930,97 Michael Kožíšek (U),0,0,0,2015/2016,FBC Ressler boys,TJ Sokol Královské Vinohrady C
0,151965,5 Tomáš Jurczyk (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
1,151965,6 Martin Kudrna (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
2,151965,8 Ivo Kalabis (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
3,151965,11 Michal Řehák (U),0,1,1,2015/2016,FBC Ressler boys,VŠSK MFF Praha
4,151965,13 Jakub Marčiny (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
5,151965,15 Daniel Dupkala (U),1,0,1,2015/2016,FBC Ressler boys,VŠSK MFF Praha
6,151965,18 Jiří Svoboda (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
7,151965,19 Filip Slavík (U),0,1,1,2015/2016,FBC Ressler boys,VŠSK MFF Praha
8,151965,21 Adam Chuděj (U),1,0,1,2015/2016,FBC Ressler boys,VŠSK MFF Praha
9,151965,69 Jan Čížek (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
10,151965,92 Michal Čermák (U),0,0,0,2015/2016,FBC Ressler boys,VŠSK MFF Praha
0,154870,7 Jan Hrčka (U),0,0,0,2015/2016,FBC Ressler boys,Lisboa 99
1,154870,8 Vladimír Havlíček (U),0,1,1,2015/2016,FBC Ressler boys,Lisboa 99
2,154870,14 Daniel Orolín (U),0,0,0,2015/2016,FBC Ressler boys,Lisboa 99
3,154870,21 Josef Spurný (O),0,0,0,2015/2016,FBC Ressler boys,Lisboa 99
4,154870,26 Lukáš Putyra (U),0,1,1,2015/2016,FBC Ressler boys,Lisboa 99
5,154870,29 Jan Čížek (U),3,0,3,2015/2016,FBC Ressler boys,Lisboa 99
6,154870,69 Adam Líbal (U),0,3,3,2015/2016,FBC Ressler boys,Lisboa 99
7,154870,93 Petr Votava (U),1,0,1,2015/2016,FBC Ressler boys,Lisboa 99
8,154870,98 Jakub Císař (U),2,0,2,2015/2016,FBC Ressler boys,Lisboa 99
0,154873,9 Martin Jaeger (U),0,1,1,2015/2016,FBC Ressler boys,SK Florbal Benešov B
1,154873,40 Patrik Houštecký (U),1,0,1,2015/2016,FBC Ressler boys,SK Florbal Benešov B
2,154873,45 Michal Koukl (U),1,1,2,2015/2016,FBC Ressler boys,SK Florbal Benešov B
3,154873,46 Martin Strnad (U),1,0,1,2015/2016,FBC Ressler boys,SK Florbal Benešov B
4,154873,58 Zbyněk Chmúra (U),0,0,0,2015/2016,FBC Ressler boys,SK Florbal Benešov B
5,154873,66 Tomáš Pícha (U),1,2,3,2015/2016,FBC Ressler boys,SK Florbal Benešov B
6,154873,71 Luboš Příkop (U),1,0,1,2015/2016,FBC Ressler boys,SK Florbal Benešov B
7,154873,77 Patrik Mareš (U),0,0,0,2015/2016,FBC Ressler boys,SK Florbal Benešov B
8,154873,97 Miroslav Zrno (U),0,1,1,2015/2016,FBC Ressler boys,SK Florbal Benešov B
0,158141,7 Tomáš Dlouhý (U),0,1,1,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
1,158141,16 Lukáš Pichner (U),0,2,2,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
2,158141,19 Jakub Leisch (U),0,0,0,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
3,158141,50 Jiří Kindl (U),0,0,0,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
4,158141,66 Lukáš Müller (U),1,0,1,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
5,158141,77 Jan Mikolášek (U),0,0,0,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
6,158141,83 Petr Hejda (U),1,0,1,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
7,158141,88 Václav Müller (U),0,0,0,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
8,158141,93 Michal Čermák (U),1,0,1,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
9,158141,98 Michal Jelínek (U),0,0,0,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
0,158158,11 Vít Novotný (U),0,0,0,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
1,158158,12 Vojtěch Svoboda (U),0,0,0,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
2,158158,13 Michal Zeman (U),0,1,1,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
3,158158,17 Jiří Novák (O),0,1,1,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
4,158158,18 Jaromír Správka (U),0,0,0,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
5,158158,23 Ondřej Kulakowski (U),0,0,0,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
6,158158,26 Daniel Kvěch (U),2,0,2,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
7,158158,32 Jiří Müller (U),1,0,1,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
8,158158,77 Tomáš Moučka (U),0,0,0,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
9,158158,96 David Musil (O),2,2,4,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
0,160699,2 Vítek Moučka (U),0,0,0,2016/2017,FBC Ressler boys,FBC Slavia Praha B
1,160699,7 Tomáš Kupec (U),0,0,0,2016/2017,FBC Ressler boys,FBC Slavia Praha B
2,160699,9 Milan Češek (U),0,0,0,2016/2017,FBC Ressler boys,FBC Slavia Praha B
3,160699,16 David Laho (U),1,0,1,2016/2017,FBC Ressler boys,FBC Slavia Praha B
4,160699,19 Jakub Pražák (O),0,0,0,2016/2017,FBC Ressler boys,FBC Slavia Praha B
5,160699,81 Karel Němec (U),0,0,0,2016/2017,FBC Ressler boys,FBC Slavia Praha B
6,160699,98 Jan Horyna (U),0,0,0,2016/2017,FBC Ressler boys,FBC Slavia Praha B
7,160699,99 Jiří Houžvička (O),0,1,1,2016/2017,FBC Ressler boys,FBC Slavia Praha B
0,160702,12 Radek Řeháček (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
1,160702,17 Jan Voříšek (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
2,160702,18 Petr Vavřík (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
3,160702,22 Ondřej Novák (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
4,160702,28 Jakub Malý (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
5,160702,31 Petr Matolín (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
6,160702,33 Daniel Stránský (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
7,160702,35 Petr Ježek (U),0,1,1,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
8,160702,36 Miroslav Šíp (U),1,0,1,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
9,160702,43 Jakub Vrzák (U),0,1,1,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
10,160702,46 Lukáš Frydrych (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
11,160702,48 Ondřej Kadaník (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
12,160702,72 Richard Mrázek (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
13,160702,77 Jan Šíp (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
14,160702,99 Oldřich Pilecký (U),1,0,1,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
0,165178,4 Stanislav Kodet (U),0,0,0,2016/2017,FBC Ressler boys,FBC Penguins Praha
1,165178,7 Martin Bukovič (U),0,1,1,2016/2017,FBC Ressler boys,FBC Penguins Praha
2,165178,9 Jakub Klement (U),1,0,1,2016/2017,FBC Ressler boys,FBC Penguins Praha
3,165178,11 Filip Terč (U),0,0,0,2016/2017,FBC Ressler boys,FBC Penguins Praha
4,165178,15 Vojtěch Brávek (U),0,0,0,2016/2017,FBC Ressler boys,FBC Penguins Praha
5,165178,17 Jakub Hruška (U),0,0,0,2016/2017,FBC Ressler boys,FBC Penguins Praha
6,165178,97 Ondřej Zeman (U),1,0,1,2016/2017,FBC Ressler boys,FBC Penguins Praha
0,165181,2 Jiří Mencl (U),0,0,0,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
1,165181,3 Michal Rydlo (O),0,0,0,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
2,165181,9 Pavel Hušák (O),1,0,1,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
3,165181,14 Václav Babor (U),0,0,0,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
4,165181,15 Jan Marek (U),0,0,0,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
5,165181,18 Michal Plzák (U),0,0,0,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
6,165181,23 Matouš Vlasák (U),0,0,0,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
7,165181,24 Václav Juklíček (U),0,0,0,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
8,165181,29 Jiří Bareš (U),0,0,0,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
9,165181,51 Michal Šmíd (U),0,1,1,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
10,165181,88 Tomáš Hušák (U),0,0,0,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
0,167705,3 Kryštof Kocot (O),0,1,1,2016/2017,FBC Ressler boys,Panthers Praha D
1,167705,9 Tomáš Valenta (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
2,167705,14 Martin Šimůnek (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
3,167705,17 Jan Šťastný (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
4,167705,23 Jakub Havlík (U),1,0,1,2016/2017,FBC Ressler boys,Panthers Praha D
5,167705,24 Martin Balák (U),0,1,1,2016/2017,FBC Ressler boys,Panthers Praha D
6,167705,31 Tomáš Pauček (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
7,167705,41 David Šimůnek (O),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
8,167705,44 Richard Filikar (O),1,1,2,2016/2017,FBC Ressler boys,Panthers Praha D
9,167705,47 Petr Benedikt (U),0,1,1,2016/2017,FBC Ressler boys,Panthers Praha D
10,167705,63 Dominik Korolus (U),1,0,1,2016/2017,FBC Ressler boys,Panthers Praha D
11,167705,64 Ondřej Bendík (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
12,167705,67 Adam Novák (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
13,167705,86 Luboš Berka (U),1,0,1,2016/2017,FBC Ressler boys,Panthers Praha D
14,167705,89 David Volek (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
0,167707,5 Vítězslav Prágr (U),0,0,0,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
1,167707,7 David Ranš (U),1,2,3,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
2,167707,8 Jindřich Hašek (U),3,1,4,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
3,167707,9 Josef Hájek (U),0,0,0,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
4,167707,11 Michael Tichý (U),0,1,1,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
5,167707,22 Jan Flaška (U),0,1,1,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
6,167707,26 Tomáš Pažout (U),0,1,1,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
7,167707,33 Antonín Krudenc (U),2,2,4,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
8,167707,60 Pavol Pánik (U),0,0,0,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
9,167707,75 Martin Vodička (U),0,0,0,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
10,167707,98 Jakub Sládek (U),2,0,2,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
0,170887,2 Petr Kohout (U),1,1,2,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
1,170887,3 Jan Prušák (U),0,2,2,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
2,170887,11 David Haring (U),2,0,2,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
3,170887,12 Jan Paulovič (U),1,0,1,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
4,170887,14 Tomáš Kriebel (U),0,0,0,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
5,170887,32 Petr Kaša (U),0,0,0,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
6,170887,54 Lukáš Bozděch (U),0,0,0,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
7,170887,68 Pavel Kohout (U),1,2,3,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
8,170887,90 Ladislav Němeček (O),0,0,0,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
9,170887,91 Michal Kuruc (U),1,1,2,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
0,170890,9 Jakub Klement (U),0,0,0,2016/2017,FBC Ressler boys,FBC Penguins Praha
1,170890,11 Filip Terč (U),0,1,1,2016/2017,FBC Ressler boys,FBC Penguins Praha
2,170890,15 Vojtěch Brávek (U),1,0,1,2016/2017,FBC Ressler boys,FBC Penguins Praha
3,170890,17 Jakub Hruška (U),2,0,2,2016/2017,FBC Ressler boys,FBC Penguins Praha
4,170890,73 Kryštof Hoch (U),1,0,1,2016/2017,FBC Ressler boys,FBC Penguins Praha
5,170890,77 Daniel Klugar (U),0,0,0,2016/2017,FBC Ressler boys,FBC Penguins Praha
6,170890,97 Ondřej Zeman (U),0,3,3,2016/2017,FBC Ressler boys,FBC Penguins Praha
0,173014,12 Radek Řeháček (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
1,173014,17 Jan Voříšek (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
2,173014,18 Petr Vavřík (U),1,0,1,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
3,173014,28 Jakub Malý (U),1,0,1,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
4,173014,33 Daniel Stránský (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
5,173014,36 Miroslav Šíp (U),2,0,2,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
6,173014,43 Jakub Vrzák (U),0,3,3,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
7,173014,46 Lukáš Frydrych (U),0,1,1,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
8,173014,48 Ondřej Kadaník (U),0,0,0,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
9,173014,99 Oldřich Pilecký (U),2,1,3,2016/2017,FBC Ressler boys,TJ Sokol Královské Vinohrady D
0,173022,8 Vladimír Bradáč (U),0,0,0,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
1,173022,12 Vojtěch Svoboda (U),1,3,4,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
2,173022,13 David Musil (O),0,0,0,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
3,173022,15 Václav Böhm (U),0,1,1,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
4,173022,17 Jiří Novák (O),2,0,2,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
5,173022,21 Vojtěch Dlouhý (U),0,0,0,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
6,173022,23 Ondřej Kulakowski (U),0,0,0,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
7,173022,26 Daniel Kvěch (U),0,0,0,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
8,173022,32 Jiří Müller (U),2,1,3,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
9,173022,77 Tomáš Moučka (U),0,0,0,2016/2017,FBC Ressler boys,FbK Wildcats Praha B
0,177660,3 Kryštof Kocot (O),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
1,177660,9 Tomáš Valenta (U),1,0,1,2016/2017,FBC Ressler boys,Panthers Praha D
2,177660,14 Martin Šimůnek (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
3,177660,22 Ondřej Bendík (U),0,1,1,2016/2017,FBC Ressler boys,Panthers Praha D
4,177660,31 Tomáš Pauček (U),1,2,3,2016/2017,FBC Ressler boys,Panthers Praha D
5,177660,40 Aleš Kůdela (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
6,177660,42 Jan Šťastný (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
7,177660,44 Richard Filikar (O),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
8,177660,63 Dominik Korolus (U),1,0,1,2016/2017,FBC Ressler boys,Panthers Praha D
9,177660,64 Daniel Bendík (U),0,1,1,2016/2017,FBC Ressler boys,Panthers Praha D
10,177660,67 Adam Novák (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
11,177660,69 Michael Rudolf (U),1,0,1,2016/2017,FBC Ressler boys,Panthers Praha D
12,177660,84 Martin Bajer (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
13,177660,89 David Volek (U),1,1,2,2016/2017,FBC Ressler boys,Panthers Praha D
14,177660,91 Luboš Berka (U),0,0,0,2016/2017,FBC Ressler boys,Panthers Praha D
0,177076,6 Jan Mičko (U),0,1,1,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
1,177076,7 Michal Petrbok (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
2,177076,11 Jiří Svoboda (U),2,1,3,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
3,177076,13 Václav Östereicher (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
4,177076,14 Bořek Sláma (U),2,4,6,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
5,177076,16 Radim Onderka (U),4,1,5,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
6,177076,19 Martin Olšiak (U),0,1,1,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
7,177076,21 Marek Toráč (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
8,177076,23 Lukáš Žiga (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
9,177076,44 Martin Östereicher (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
10,177076,69 Filip Machala (U),0,1,1,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
11,177076,73 Jan Vrba (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
12,177076,77 Ondřej Vaněček (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
13,177076,97 Jakub Smíšek (U),1,0,1,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
0,178883,8 Lukáš Vrba (U),0,0,0,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
1,178883,9 Pavel Hušák (O),1,0,1,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
2,178883,14 Václav Babor (U),0,0,0,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
3,178883,15 Jan Marek (U),1,1,2,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
4,178883,23 Matouš Vlasák (U),0,0,0,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
5,178883,29 Jiří Bareš (U),1,0,1,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
6,178883,51 Michal Šmíd (U),0,1,1,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
7,178883,81 Jiří Hloušek (U),1,0,1,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
8,178883,88 Tomáš Hušák (U),0,1,1,2016/2017,FBC Ressler boys,IBK Svatý hole Kladno B
0,178896,2 David Ranš (U),1,0,1,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
1,178896,4 Michal Janouš (O),0,0,0,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
2,178896,5 Vítězslav Prágr (U),0,1,1,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
3,178896,10 Jindřich Hašek (U),0,0,0,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
4,178896,11 Michael Tichý (U),0,1,1,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
5,178896,22 Jan Flaška (U),0,0,0,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
6,178896,26 Tomáš Pažout (U),0,0,0,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
7,178896,33 Antonín Krudenc (U),1,1,2,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
8,178896,60 Pavol Pánik (U),0,0,0,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
9,178896,75 Martin Vodička (U),0,0,0,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
10,178896,98 Jakub Sládek (U),1,0,1,2016/2017,FBC Ressler boys,SK Alien Nation Černošice
0,181137,4 Václav Müller (U),0,0,0,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
1,181137,7 Tomáš Dlouhý (U),0,0,0,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
2,181137,17 Stanislav Lepič (U),0,0,0,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
3,181137,50 Jiří Kindl (U),0,0,0,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
4,181137,66 Lukáš Müller (U),0,0,0,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
5,181137,91 Jakub Leisch (U),0,0,0,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
6,181137,93 Michal Čermák (U),1,0,1,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
7,181137,98 Michal Jelínek (U),0,0,0,2016/2017,FBC Ressler boys,FBC Blue Horses Žehrovice B
0,181141,2 Petr Kohout (U),0,0,0,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
1,181141,3 Jan Prušák (U),0,1,1,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
2,181141,11 David Haring (U),0,0,0,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
3,181141,12 Jan Paulovič (U),1,0,1,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
4,181141,54 Lukáš Bozděch (U),0,0,0,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
5,181141,68 Pavel Kohout (U),0,0,0,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
6,181141,72 Dominik Walter (U),0,0,0,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
7,181141,91 Michal Kuruc (U),0,0,0,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
8,181141,93 František Podaný (U),0,0,0,2016/2017,FBC Ressler boys,IBK Kubánský Klan C
0,184420,7 Michal Petrbok (U),0,1,1,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
1,184420,11 Jiří Svoboda (U),1,0,1,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
2,184420,13 Václav Östereicher (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
3,184420,14 Bořek Sláma (U),2,3,5,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
4,184420,16 Radim Onderka (U),3,1,4,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
5,184420,19 Martin Olšiak (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
6,184420,21 Marek Toráč (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
7,184420,23 Lukáš Žiga (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
8,184420,44 Martin Östereicher (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
9,184420,73 Jan Vrba (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
10,184420,77 Ondřej Vaněček (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
11,184420,88 Lukáš Kováříček (U),0,0,0,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
12,184420,97 Jakub Smíšek (U),1,0,1,2016/2017,FBC Ressler boys,Gladiátor Team Beroun
0,184422,8 Prokop Kocur (U),0,0,0,2016/2017,FBC Ressler boys,FBC Slavia Praha B
1,184422,23 Alexandr Mostýn (U),0,0,0,2016/2017,FBC Ressler boys,FBC Slavia Praha B
2,184422,25 Jakub Pražák (O),0,0,0,2016/2017,FBC Ressler boys,FBC Slavia Praha B
3,184422,72 Jaroslav Soldán (O),0,0,0,2016/2017,FBC Ressler boys,FBC Slavia Praha B
4,184422,81 Karel Němec (U),1,0,1,2016/2017,FBC Ressler boys,FBC Slavia Praha B
5,184422,93 Tomáš Kupec (U),0,1,1,2016/2017,FBC Ressler boys,FBC Slavia Praha B
6,184422,98 Jan Horyna (U),0,0,0,2016/2017,FBC Ressler boys,FBC Slavia Praha B
0,188166,4 Jan Vočko (O),1,0,1,2017/2018,FBC Ressler boys,Game Over Praha
1,188166,6 Filip Rubeš (U),0,2,2,2017/2018,FBC Ressler boys,Game Over Praha
2,188166,7 Jiří Jiráček (O),0,0,0,2017/2018,FBC Ressler boys,Game Over Praha
3,188166,8 Lubomír Nebuška (U),2,0,2,2017/2018,FBC Ressler boys,Game Over Praha
4,188166,9 Aleš Holinský (U),0,0,0,2017/2018,FBC Ressler boys,Game Over Praha
5,188166,14 Karel Gottwald (U),0,0,0,2017/2018,FBC Ressler boys,Game Over Praha
6,188166,15 Martin Matuška (U),0,0,0,2017/2018,FBC Ressler boys,Game Over Praha
7,188166,29 Tomáš Kurc (U),0,0,0,2017/2018,FBC Ressler boys,Game Over Praha
8,188166,31 Daniel Novák (U),0,0,0,2017/2018,FBC Ressler boys,Game Over Praha
0,188172,4 Václav Müller (U),0,1,1,2017/2018,FBC Ressler boys,FBC Blue Horses B
1,188172,7 Tomáš Dlouhý (U),1,0,1,2017/2018,FBC Ressler boys,FBC Blue Horses B
2,188172,14 Petr Hejda (U),1,1,2,2017/2018,FBC Ressler boys,FBC Blue Horses B
3,188172,17 Stanislav Lepič (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
4,188172,18 Jan Mikolášek (U),1,1,2,2017/2018,FBC Ressler boys,FBC Blue Horses B
5,188172,25 Tomáš Kaleta (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
6,188172,50 Jiří Kindl (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
7,188172,59 Daniel Bradáč (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
8,188172,88 Marek Vesecký (U),1,0,1,2017/2018,FBC Ressler boys,FBC Blue Horses B
9,188172,93 Michal Čermák (U),0,0,0,2017/2018,FBC Ressler boys,FBC Blue Horses B
0,189796,15 David Schneider (U),3,1,4,2017/2018,FBC Ressler boys,AIK Steel Kladno
1,189796,16 Jaroslav Chalupný (U),0,3,3,2017/2018,FBC Ressler boys,AIK Steel Kladno
